instrument_id,test_id,ibp,fbp
d1786860-8805-4192-af2b-a6f12832ac56,e96e1a2cdbcb62e406ad04578de825692b5ad3b2193a8ef38d473eb0623b28ea,26.796,30.799
d1786860-8805-4192-af2b-a6f12832ac56,0bbd911aaaee71b003d5f39a59808e84d3dab05f233af432fbf80e322517613c,44.212,131.261
d1786860-8805-4192-af2b-a6f12832ac56,78f353bc76b32e551e1befa46201cd111fdb7d8934353d9178ded83e019bb5cc,35.719,140.53
d1786860-8805-4192-af2b-a6f12832ac56,b47f85404afb9428033fdcd6fab774a1a4ecf1432e8c78fcb6086bd37c0ecd59,34.836,130.854
d1786860-8805-4192-af2b-a6f12832ac56,4c98e286b526d56aaeaf30b6f9499057fcecdbe46e6a17b75fc917935c6764fc,21.682,157.829
d1786860-8805-4192-af2b-a6f12832ac56,bf3dc268fcf67aae96352c1efc843881af24fbc745caea7f68cd2cbcdd6733d7,42.918,157.614
942706ef-836a-4464-bc76-74aa97b76f8b,599cd9f2c0fc0dbedd6551c3a6499e68bf01a44d46e7c358c7b698d65ab347df,44.684,138.917
d1786860-8805-4192-af2b-a6f12832ac56,cac89669d1abdd85ce39c704f9a4efa84c986f3f4543ff677afb9f065d1d823c,27.166,156.315
d1786860-8805-4192-af2b-a6f12832ac56,cd314797e239a0ec98c0a80905539408609f00f7f714ae887b1ae0bfcb6b46bf,44.368,137.951
d1786860-8805-4192-af2b-a6f12832ac56,88e9ac80fe82eab1eb0335c0972914a48828a8841ff77d2a2604ce69fbb12874,36.679,143.914
d1786860-8805-4192-af2b-a6f12832ac56,5ee206522c08a95e1dff7fbe1053bb57243656642589799974d8cb43c125df95,24.555,156.415
731f339c-0327-4a22-9df3-3324da5ac628,40fcefd8f29e101a36433bd0ca7369eaea5f3a048963cdc570680fb4b35999b0,46.364,149.774
d1786860-8805-4192-af2b-a6f12832ac56,31c6ca748372e25cfa73111d84254f57dcb8dc84f9c9ef785742f39743794ab5,35.002,151.547
d1786860-8805-4192-af2b-a6f12832ac56,dfff35baa2db2f37d3af83d94478f2e79f6ae257460bfb4d369d2c334a083fcc,27.267,160.033
731f339c-0327-4a22-9df3-3324da5ac628,a98360655385188875ad2af157d2e1480c7756ef424ef7086e8eb0c95667fc39,46.99,143.213
942706ef-836a-4464-bc76-74aa97b76f8b,43bc4c35c397562bb1ad19b1cc3da0a082b34269377a2b8f171f0c10f14792c4,32.144,136.896
942706ef-836a-4464-bc76-74aa97b76f8b,89028d64ffb50121da4573684a78a5fcd022829f9af1b740c43f7183db7d0631,37.284,149.702
d1786860-8805-4192-af2b-a6f12832ac56,99d0e31b6119d8d11912b76902b92fc2dbd165f2b8402ceb20a07d7a8630fac9,31.219,140.163
d1786860-8805-4192-af2b-a6f12832ac56,f93a4e586fa3d56d4befbd2456bc041c25999dbe86f0e7311391b9cf6caa27c6,25.764,157.978
d1786860-8805-4192-af2b-a6f12832ac56,2d00f90d3ea9382e7ec4e99c835c58eaa56c30c5b2a19d3c91f30f603f5dde23,28.262,94.707
0889e4ec-1473-4d57-a5cb-df61853edf03,6a897a48c3ccee3ec76a15c44ad4f7772ced2c346f631bef07ab6ec08367740b,108.655,125.531
0889e4ec-1473-4d57-a5cb-df61853edf03,498ee0a3ccb6c8f8e410e9b581ca7c30a4596ea0bc20eb04538def7a3f05aa3f,41.201,149.212
