instrument_type,short_id,downtime_start_week,downtime_end_week,error_week,test_count,error_count,critical_error_count,error_rate,critical_error_rate,error_code,error_message,error_category,is_critical
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,70.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,0.0,fire,Safety Hazard,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,22.0,follower1 light barr,Sensor Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,23.0,follower2 light barr,Sensor Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,70.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,34.0,receiver seems not t,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,70.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,34.0,receiver seems not t,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,70.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,34.0,receiver seems not t,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,29.0,door,Door Opened,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,71.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,70.0,condensertemp out of,Cooling System Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-01,67.0,89.0,25.0,1.328358208955224,0.373134328358209,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-08,13.0,3.0,1.0,0.2307692307692307,0.0769230769230769,42.0,receiver temperature,Sensor Issue,False
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-08,13.0,3.0,1.0,0.2307692307692307,0.0769230769230769,11.0,vapor temperature,Process Issue,True
OptiDist,OD05,2024-07-15,2024-07-15,2024-07-08,13.0,3.0,1.0,0.2307692307692307,0.0769230769230769,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,0.0,fire,Safety Hazard,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,41.0,condenser temperatur,Cooling System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,0.0,fire,Safety Hazard,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,41.0,condenser temperatur,Cooling System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,41.0,condenser temperatur,Cooling System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,40.0,max. heat. temp. rea,Heating System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,21.0,drops per volume,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,30.0,distillation rate,Calibration Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,29.0,door,Door Opened,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,39.0,max. heating temp. r,Heating System Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,0.0,fire,Safety Hazard,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,11.0,vapor temperature,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,33.0,check the heating bl,Heating System Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,0.0,fire,Safety Hazard,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,77.0,no error message,Unknown Issue,False
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,11.0,vapor temperature,Process Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,0.0,fire,Safety Hazard,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,26.0,initial boiling poin,Calibration Issue,True
OptiDist,OD05,2024-10-07,2024-10-07,2024-09-16,65.0,164.0,86.0,2.523076923076923,1.323076923076923,76.0,no error message,Unknown Issue,False
